age,flight_distance,inflight_wifi_service,departure_arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,onboard_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction,Gender_Male,customer_type_disloyal Customer,type_of_travel_Personal Travel,customer_class_Eco,customer_class_Eco Plus
43,1135,5,1,1,1,4,3,1,5,5,5,4,5,5,0,1,1,0,0,0,1,0
37,2844,5,5,5,5,4,5,5,4,4,4,4,4,5,0,0,1,1,0,0,0,0
36,432,1,1,2,1,1,2,1,2,2,4,4,4,1,2,6,0,1,0,0,1,0
57,601,3,2,2,2,4,4,4,2,3,2,2,2,3,0,0,0,0,0,0,1,0
48,2332,1,1,1,1,4,4,4,5,5,5,4,5,4,0,0,1,1,0,0,0,0
57,287,3,4,3,3,5,4,4,2,3,2,1,2,4,17,8,0,0,0,1,1,0
52,163,3,2,2,2,3,4,4,3,3,3,1,3,4,0,0,0,0,0,0,1,0
70,334,5,4,5,3,4,4,3,2,5,2,4,2,1,0,0,1,0,0,1,1,0
14,96,5,1,0,4,1,0,1,2,2,4,1,3,1,0,0,1,1,0,1,1,0
72,251,1,2,2,2,1,1,1,4,3,4,1,4,1,2,0,0,1,0,0,1,0
60,1011,1,4,1,3,3,1,3,2,4,3,2,3,3,1,0,0,1,0,1,1,0
27,2296,2,5,5,5,2,2,2,4,4,4,2,4,2,0,0,0,0,0,0,0,0
35,1249,5,1,1,1,5,5,5,1,3,1,1,4,5,21,11,1,1,0,0,1,0
35,3416,1,3,3,3,3,3,3,1,1,1,3,1,1,0,12,0,0,0,0,0,0
17,1794,4,2,2,2,2,2,4,3,2,3,4,3,2,0,0,0,1,0,0,0,0
28,692,4,3,3,2,4,3,3,5,4,5,3,4,4,3,0,1,1,1,0,0,0
66,507,1,1,1,5,3,1,3,4,5,5,5,4,3,0,0,0,1,1,0,0,0
62,450,2,3,2,2,3,2,3,4,3,1,3,5,3,0,0,0,0,1,0,1,0
14,641,3,4,3,3,1,3,1,2,3,3,4,3,1,0,0,0,0,1,0,1,0
14,1180,1,4,1,3,1,1,1,4,4,5,3,5,1,0,5,0,0,0,1,1,0
58,1744,1,1,1,1,4,3,4,5,5,5,3,5,4,0,4,1,0,0,0,0,0
25,567,4,4,4,4,4,4,4,5,1,2,4,4,4,2,2,1,1,0,0,1,0
70,86,1,1,1,1,4,3,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0
22,1739,4,4,4,4,4,4,4,3,4,4,4,5,4,0,0,1,1,0,0,0,0
64,1028,4,4,4,3,2,4,1,4,4,4,4,5,2,0,0,0,1,0,1,1,0
50,3166,4,4,4,4,4,4,4,5,5,5,3,5,5,0,0,1,1,0,0,0,0
27,1550,1,5,5,5,1,1,1,3,1,3,4,4,1,8,7,0,0,0,0,0,0
46,1639,3,4,3,3,2,4,4,2,2,2,4,2,1,0,0,1,1,0,0,0,0
26,1814,3,5,3,2,4,3,4,3,4,5,5,4,4,0,0,0,1,0,1,1,0
40,447,3,3,4,3,2,4,5,4,4,4,5,4,3,1,0,1,1,0,0,0,0
52,266,4,4,4,4,1,3,2,5,5,5,5,5,5,0,0,1,0,0,0,0,0
64,3347,2,1,1,1,3,4,4,2,2,2,2,2,1,7,0,0,0,0,0,0,0
68,383,3,4,3,2,4,5,5,2,3,2,5,2,5,0,0,0,0,0,1,1,0
27,3207,1,4,4,4,1,2,1,4,4,4,1,4,1,0,0,0,0,0,0,0,0
53,1512,2,2,2,2,3,4,5,4,4,4,3,4,4,0,1,1,0,0,0,0,0
24,1609,0,0,0,2,2,0,2,5,5,5,5,4,2,23,0,1,0,1,0,0,0
80,427,1,3,3,3,3,2,2,1,1,1,2,1,2,4,0,0,0,0,0,0,1
44,2153,1,1,1,1,4,4,5,5,5,5,3,5,5,0,0,1,1,0,0,0,0
37,395,1,4,1,4,4,1,4,3,4,4,4,4,4,0,6,0,1,0,1,0,1
47,214,0,4,0,3,2,4,4,4,4,4,5,4,4,0,0,1,1,0,0,0,0
60,2503,3,3,3,3,4,5,4,4,4,4,3,4,3,6,0,1,1,0,0,0,0
63,268,3,5,5,5,3,3,3,1,4,4,1,3,3,8,10,0,1,0,0,1,0
43,1962,3,3,3,3,3,3,4,3,3,3,4,3,3,0,0,0,1,0,0,0,0
48,337,1,4,1,3,3,1,3,3,5,4,3,4,3,26,5,0,1,0,1,0,1
60,1313,2,4,2,5,2,3,4,2,2,2,5,2,5,0,0,0,0,0,1,1,0
21,305,2,1,3,4,4,3,4,4,2,4,1,4,4,0,0,0,1,1,0,1,0
54,116,2,3,3,3,3,2,3,3,4,3,1,3,3,0,0,0,1,0,0,1,0
55,859,2,5,2,1,3,2,3,4,4,4,3,4,3,0,0,0,1,0,1,1,0
35,566,2,4,2,2,3,2,5,3,5,4,4,5,3,0,0,0,1,0,1,1,0
21,259,3,2,0,2,1,0,1,3,1,1,3,1,1,0,0,0,1,0,1,1,0
49,668,3,4,4,4,3,4,3,3,3,3,3,3,2,0,0,0,0,0,0,1,0
25,991,1,0,0,2,2,0,2,3,5,1,2,2,2,0,0,0,0,1,0,1,0
51,868,4,4,4,1,1,4,1,4,1,5,3,1,1,0,0,0,1,0,1,1,0
63,1171,1,5,1,4,4,1,4,4,4,4,4,5,4,0,0,0,1,0,1,1,0
53,302,4,4,4,4,4,1,2,4,4,4,3,4,4,0,0,1,0,0,0,0,0
26,762,3,3,3,3,5,5,5,4,5,4,2,1,5,21,10,1,1,0,0,0,0
21,931,2,2,2,3,3,2,4,4,5,3,2,3,3,0,0,0,0,1,0,1,0
55,2844,0,0,0,3,4,5,5,4,4,4,4,4,5,4,6,1,0,0,0,0,0
34,337,3,5,2,1,4,2,4,4,4,5,5,4,4,0,5,0,0,0,1,1,0
47,2759,4,4,4,4,4,5,4,5,4,5,4,5,3,0,0,1,0,0,0,0,0
31,763,1,5,1,4,1,1,4,1,1,5,1,2,1,0,0,0,0,0,1,0,1
43,2174,3,4,3,4,5,3,5,5,3,4,4,4,5,9,8,0,1,0,1,1,0
39,3346,5,5,5,5,4,4,5,4,4,4,5,4,4,0,0,1,0,0,0,0,0
38,433,3,3,3,4,4,3,3,2,5,4,2,1,4,0,0,0,1,1,0,0,1
31,936,4,4,4,2,2,4,2,4,4,4,3,4,2,0,0,0,1,0,1,1,0
59,594,3,2,3,3,4,4,4,4,3,4,2,4,2,2,0,0,0,0,1,1,0
28,679,1,2,2,3,5,2,5,4,3,5,4,4,5,0,0,0,1,1,0,0,0
35,1531,5,5,5,5,5,5,2,4,4,4,3,4,1,2,4,1,0,0,0,0,0
47,956,4,4,1,4,5,3,1,3,3,3,3,3,3,0,0,1,0,0,0,0,0
27,106,2,2,2,4,2,2,2,4,3,4,4,4,2,0,3,0,0,0,1,1,0
26,236,4,0,4,1,3,4,3,5,4,4,5,5,3,0,0,0,0,1,0,0,0
48,216,1,1,1,1,1,5,3,5,5,4,5,5,2,0,0,1,1,0,0,0,0
48,312,3,2,2,2,3,3,3,1,5,2,2,3,3,0,0,0,1,0,0,1,0
41,2208,3,3,3,3,2,5,5,4,5,4,4,4,5,0,0,1,0,0,0,0,0
41,237,1,4,1,2,2,5,5,4,1,4,4,4,5,10,4,0,0,0,1,0,1
57,622,4,4,3,3,4,4,4,1,3,3,3,1,4,0,0,0,0,0,1,0,0
26,239,4,0,4,1,3,4,3,3,4,4,4,5,3,2,0,1,0,1,0,0,0
57,646,4,4,4,4,5,4,5,5,5,5,5,5,3,13,0,1,1,0,0,0,0
59,1045,2,5,2,4,3,5,4,4,2,4,4,4,4,0,0,0,0,0,1,1,0
38,239,2,4,2,1,2,5,5,4,2,4,5,4,1,0,0,0,0,0,1,0,0
27,550,1,1,3,1,3,3,3,4,2,4,5,4,3,0,0,1,0,0,0,0,0
7,2611,2,4,2,3,5,2,5,4,2,3,1,3,5,0,0,0,1,0,1,0,1
26,1189,3,1,3,3,3,3,3,4,2,2,1,3,3,4,12,0,1,0,0,0,0
39,599,3,4,3,3,2,3,2,2,4,3,1,4,2,0,0,0,1,0,1,1,0
61,692,1,2,1,4,5,1,5,4,2,4,2,4,5,0,0,0,1,0,1,1,0
12,2422,3,1,3,2,3,4,4,1,1,2,4,1,4,4,0,0,1,0,1,0,1
43,570,4,4,4,4,4,4,5,5,5,5,5,5,5,0,0,1,1,0,0,0,0
67,3034,0,0,0,5,5,1,3,3,5,5,2,3,1,0,0,1,1,0,0,0,0
64,591,3,5,3,5,1,3,1,4,5,4,4,4,1,1,0,0,1,0,1,1,0
49,2465,0,1,0,4,1,2,4,2,0,2,3,2,2,9,0,1,0,0,1,0,1
17,3084,5,5,5,5,3,3,3,5,3,4,5,4,3,18,3,1,0,0,0,0,0
52,408,5,5,1,5,4,4,5,3,3,3,3,3,3,0,0,1,0,0,0,0,0
54,2565,0,0,0,3,3,5,5,3,3,3,5,3,3,0,0,1,0,0,0,0,0
52,454,3,4,4,4,5,4,4,3,3,3,2,3,4,8,10,0,0,0,0,0,1
25,1744,1,0,1,1,2,1,5,3,5,5,3,4,2,1,0,0,0,1,0,0,0
40,861,3,3,3,4,1,3,1,3,2,5,5,5,1,0,0,0,1,1,0,0,0
55,2704,2,1,1,1,5,4,4,2,2,2,2,2,1,2,2,0,0,0,0,0,0
43,1024,5,5,5,5,4,5,4,5,3,4,3,4,4,0,3,1,1,1,0,0,0
9,646,4,5,4,1,3,4,3,5,2,4,1,2,3,0,0,1,0,0,1,1,0
47,1460,2,2,2,2,2,4,4,5,5,5,5,5,4,2,6,1,0,0,0,0,0
47,723,2,1,2,3,3,4,4,3,2,2,1,3,4,18,0,0,0,0,1,1,0
39,594,3,2,2,2,3,3,3,4,3,2,3,1,3,0,0,1,1,0,0,0,1
66,109,2,4,2,1,3,2,3,3,2,3,3,3,5,0,0,0,0,0,1,1,0
25,222,2,1,2,2,3,2,5,2,2,2,2,2,3,0,5,0,0,1,0,1,0
48,101,5,5,3,5,4,5,5,3,4,5,3,3,4,0,0,1,1,0,0,0,0
45,397,2,0,2,5,1,2,1,4,2,1,1,4,1,8,0,0,1,1,0,1,0
32,2001,4,4,4,4,5,5,5,2,4,1,4,4,5,2,4,1,0,0,0,0,0
52,722,5,5,5,5,3,4,5,4,5,4,3,4,5,0,4,1,0,0,0,0,0
38,297,2,2,2,1,2,2,2,5,4,5,3,5,2,0,1,0,0,1,0,0,0
20,1797,2,5,2,3,5,2,1,1,3,4,1,2,5,0,0,0,1,0,1,1,0
49,432,4,4,4,4,4,5,4,2,2,2,4,2,3,0,0,1,1,0,0,0,0
39,106,2,3,3,3,2,2,2,4,4,3,1,3,2,0,0,1,0,0,0,1,0
49,1954,1,1,1,1,5,4,5,5,5,5,3,5,4,0,0,1,0,0,0,0,0
25,523,2,0,2,1,4,2,4,4,3,4,3,4,4,0,0,0,1,1,0,0,0
16,667,1,5,0,1,1,0,4,1,1,4,2,3,1,0,0,0,0,1,0,1,0
35,2780,2,5,5,5,3,3,3,2,2,2,4,2,3,0,0,0,0,0,0,0,0
37,315,5,3,2,2,5,5,5,3,5,5,3,4,5,0,0,1,0,0,0,1,0
23,2323,5,5,5,5,4,4,4,5,2,2,3,2,4,0,0,1,1,0,0,0,0
36,101,3,3,3,3,3,4,3,4,5,3,2,4,1,0,0,1,1,0,0,0,0
48,399,4,5,5,5,5,3,3,4,4,4,1,4,3,0,6,0,1,0,0,0,0
50,130,3,3,3,3,3,5,4,5,5,4,3,5,3,0,0,1,0,0,0,0,0
58,2282,4,3,3,3,3,3,3,4,4,4,4,4,4,20,12,0,0,0,0,0,0
58,1961,4,4,4,4,3,4,4,5,5,5,5,5,3,0,0,1,0,0,0,0,0
31,1851,1,2,2,2,1,1,1,2,4,3,3,3,1,0,0,0,0,0,0,0,0
65,302,2,3,2,3,4,2,4,1,3,3,2,4,4,0,0,0,0,1,0,1,0
72,2271,1,1,1,1,1,5,2,4,4,4,2,4,1,1,0,1,0,0,0,0,0
54,986,3,5,3,3,1,3,1,3,2,5,5,5,1,0,0,0,1,0,1,1,0
50,1931,3,4,3,4,3,4,4,3,3,3,3,3,5,0,0,0,0,0,1,1,0
26,308,4,2,4,3,4,4,4,1,5,3,2,2,4,4,0,0,1,1,0,0,1
76,2584,1,3,5,3,4,4,4,1,1,1,4,1,2,0,1,0,1,0,0,0,0
46,266,3,2,3,3,3,1,3,5,5,5,4,5,5,0,10,1,1,0,0,0,0
37,2554,4,3,4,5,4,3,3,3,3,1,3,2,3,0,6,0,0,0,1,0,0
64,2216,1,0,0,4,3,3,4,1,0,1,2,1,2,0,0,0,1,0,0,0,0
46,1998,1,1,1,1,3,4,1,4,5,4,5,4,2,0,1,1,1,0,0,0,0
41,539,2,2,2,2,5,5,3,4,4,4,2,4,2,0,0,1,1,0,0,0,0
20,1197,2,4,2,4,1,2,1,5,2,5,3,4,1,0,0,0,0,0,1,1,0
19,2716,5,5,5,5,5,5,5,4,3,4,3,4,5,0,0,1,0,0,0,0,0
65,925,1,5,1,2,2,1,3,3,5,5,4,4,2,0,0,0,1,0,1,1,0
23,409,1,4,1,2,4,1,4,1,2,4,5,5,4,0,0,0,0,1,0,1,0
26,368,3,2,3,3,4,3,4,2,3,3,3,4,4,3,0,0,1,0,1,1,0
63,315,2,5,2,2,4,4,4,3,2,5,3,3,3,0,0,0,0,0,1,1,0
40,259,0,0,0,4,5,4,4,3,4,4,5,3,3,15,6,1,1,0,0,0,0
56,479,3,1,3,3,2,3,1,4,4,3,3,4,2,0,4,0,1,0,1,1,0
48,679,1,5,1,5,3,1,3,3,4,5,5,5,3,0,8,0,1,0,1,1,0
51,919,2,2,2,2,5,5,5,4,3,4,4,4,3,13,5,1,1,0,0,0,0
34,409,3,4,3,1,4,3,4,5,2,3,5,5,4,0,0,0,0,0,1,1,0
39,236,2,2,2,2,4,4,4,4,4,4,5,4,5,0,0,1,1,0,0,0,0
57,1449,2,2,2,2,3,4,5,4,4,4,5,4,4,10,0,1,0,0,0,0,0
57,925,1,2,1,3,5,1,1,2,4,4,3,4,5,6,11,0,1,0,1,1,0
43,419,1,1,1,1,4,5,4,4,4,4,3,4,5,0,2,1,1,0,0,0,0
32,3277,2,2,2,2,4,4,4,4,3,3,3,2,4,22,2,1,1,0,0,0,0
46,2326,2,2,2,2,4,5,4,3,3,3,5,3,3,0,0,1,0,0,0,0,0
22,1477,2,2,2,3,5,2,5,4,4,2,4,3,5,0,0,0,0,1,0,1,0
46,1747,1,1,1,1,4,4,5,4,4,4,3,4,5,4,0,1,1,0,0,0,0
68,247,3,5,0,1,2,4,5,1,0,1,3,1,5,4,7,0,0,0,1,1,0
23,925,3,2,2,4,3,2,2,2,3,3,2,3,2,17,10,0,1,1,0,1,0
17,2768,1,1,1,1,3,3,3,4,4,5,5,5,3,7,4,1,1,0,0,0,0
33,1096,2,2,2,1,4,2,4,4,4,5,5,2,4,0,0,0,0,1,0,1,0
25,612,2,5,5,5,2,2,1,3,3,3,3,4,2,0,4,0,1,0,0,0,1
11,541,1,5,1,1,4,1,4,4,4,5,3,5,4,0,1,0,1,0,1,0,1
41,967,2,5,2,4,4,2,4,5,2,4,4,5,4,0,0,0,1,0,1,0,1
41,391,1,5,1,5,1,1,1,3,1,1,4,2,1,0,0,0,1,0,1,1,0
38,413,4,4,4,2,4,4,4,3,3,4,3,4,4,0,0,1,0,1,0,0,0
48,2504,2,4,2,3,3,1,2,5,2,5,5,5,4,0,0,0,0,0,1,1,0
27,1562,1,4,2,5,3,2,3,5,2,4,5,4,3,0,0,0,1,0,1,1,0
57,1852,3,3,3,3,4,4,4,5,5,5,5,5,3,14,8,1,0,0,0,0,0
26,425,4,0,3,3,5,3,5,5,5,4,4,4,5,5,0,0,1,1,0,0,0
55,1107,3,5,3,2,3,5,5,1,3,3,3,1,5,0,9,0,0,0,1,1,0
57,3410,4,4,4,4,5,5,2,4,4,4,5,4,1,0,0,1,1,0,0,0,0
60,630,2,4,2,2,5,5,4,5,5,5,4,5,5,0,0,1,0,0,0,0,0
50,425,3,4,4,3,1,4,1,2,3,5,2,3,1,0,0,0,1,1,0,1,0
39,1379,2,2,2,4,4,2,4,2,3,4,2,4,4,8,0,0,1,1,0,1,0
19,1501,1,5,2,3,1,2,1,4,3,5,5,5,1,0,0,0,1,0,1,1,0
42,612,3,3,3,3,2,5,5,4,4,4,5,4,5,0,0,1,0,0,0,0,0
48,234,3,4,3,1,5,3,3,3,3,4,5,5,5,0,0,0,1,0,1,0,1
25,547,5,4,5,1,1,5,2,3,4,5,5,3,1,2,0,1,0,0,1,0,1
49,1399,3,5,2,2,3,3,3,1,5,3,2,4,3,1,0,0,1,0,0,0,1
56,2367,1,2,1,1,5,5,5,4,4,4,3,4,3,13,0,1,1,0,0,0,0
34,488,4,4,4,4,1,3,4,4,4,4,1,4,5,0,0,1,1,0,0,0,0
42,1744,2,4,3,4,1,3,1,3,3,2,3,3,1,5,3,0,1,0,1,1,0
50,164,1,1,4,1,3,5,5,5,5,5,4,5,5,0,0,1,1,0,0,0,0
34,822,2,2,2,2,5,5,5,5,5,5,5,5,5,6,0,1,0,0,0,0,0
55,109,4,3,3,3,4,3,5,4,4,4,2,4,5,0,0,1,0,0,0,0,1
60,1931,3,3,3,3,3,5,4,2,2,2,4,2,3,0,0,1,0,0,0,0,0
9,250,2,5,2,4,2,2,2,3,5,4,5,5,2,0,0,0,0,0,1,1,0
31,1175,3,4,3,3,4,3,4,4,2,4,5,4,4,0,0,0,0,0,1,0,1
27,1105,3,3,3,3,3,3,3,3,5,4,4,4,3,0,3,0,0,1,0,0,0
14,861,1,5,0,3,3,0,3,3,4,4,5,5,3,0,0,0,1,0,1,1,0
53,2133,3,5,2,2,5,2,3,3,3,4,3,5,5,0,0,0,1,0,1,1,0
40,1546,3,1,3,2,5,3,5,1,2,1,1,2,5,0,0,0,1,0,1,1,0
49,606,2,5,2,4,4,2,4,4,1,2,4,1,4,0,0,0,1,0,1,1,0
20,920,4,4,4,3,5,4,5,3,4,3,3,3,5,0,0,0,0,1,0,1,0
44,1136,4,4,4,5,3,4,3,5,5,5,3,5,3,0,6,1,0,1,0,0,0
61,391,2,0,1,5,3,1,3,2,2,4,1,3,3,0,0,0,0,1,0,1,0
62,405,2,5,5,5,5,3,3,2,2,2,2,2,2,5,7,0,0,0,0,1,0
27,337,3,3,4,3,5,4,5,4,3,4,1,3,5,0,0,0,0,1,0,1,0
41,2300,2,5,2,4,2,2,2,3,5,5,3,4,2,0,0,0,1,0,1,1,0
42,1605,2,2,2,2,1,2,1,4,4,5,3,4,1,0,0,0,0,1,0,0,0
43,3258,3,4,5,5,1,4,4,3,3,3,1,3,1,4,0,0,0,0,0,0,0
34,453,2,2,2,1,2,2,2,5,2,4,4,4,2,2,0,0,1,1,0,0,0
18,680,1,1,1,3,4,1,4,2,2,2,4,3,4,15,0,0,0,0,1,0,1
60,391,5,3,5,3,5,3,3,1,5,1,2,1,1,0,5,1,0,0,1,1,0
21,735,4,1,4,3,1,4,1,2,1,3,1,3,1,0,0,0,0,0,1,1,0
33,406,0,2,0,3,5,0,2,3,2,4,3,3,5,0,0,1,0,0,1,1,0
21,201,4,4,4,1,4,4,3,3,2,4,3,4,4,0,0,1,0,1,0,0,0
27,2384,5,5,5,5,4,4,4,1,4,3,4,3,4,1,0,1,1,0,0,0,0
49,179,2,1,1,1,2,4,4,2,2,2,3,2,3,3,0,0,0,0,0,0,0
59,1569,2,2,1,1,3,3,3,2,2,2,1,2,3,0,0,0,0,0,0,0,0
67,261,2,5,2,4,5,2,1,1,2,1,2,1,4,0,0,0,0,0,1,1,0
13,515,3,3,3,4,3,3,3,4,5,3,4,4,3,0,0,0,0,0,1,1,0
22,164,1,2,1,3,4,1,4,1,1,3,2,3,4,3,0,0,0,1,0,0,0
42,1847,3,3,3,3,4,4,4,5,5,5,4,5,3,11,3,1,1,0,0,0,0
41,1797,4,5,4,3,5,4,4,5,3,5,5,4,5,0,0,0,0,0,1,1,0
55,2704,4,4,4,4,5,5,5,4,4,4,3,4,1,0,0,1,0,0,0,0,0
28,3486,4,4,4,4,4,3,4,4,3,3,4,4,4,22,12,0,1,0,0,0,0
65,438,2,4,2,3,5,4,4,1,2,1,4,1,3,0,0,0,0,0,1,1,0
26,451,3,1,4,1,3,3,3,4,2,3,2,3,3,0,0,0,0,0,0,0,0
18,937,4,4,4,5,2,4,1,1,3,3,4,4,2,0,0,1,1,1,0,1,0
25,151,4,2,4,3,1,4,1,1,1,3,4,3,1,0,11,0,1,1,0,1,0
52,323,2,1,2,2,2,2,2,4,2,2,1,3,2,1,0,0,1,0,1,1,0
42,3694,3,4,3,3,5,2,1,5,5,5,3,5,5,0,0,1,0,0,0,0,0
45,3146,5,5,4,5,5,4,4,4,4,4,3,4,4,0,4,1,1,0,0,0,0
45,449,4,4,2,4,2,4,4,4,4,4,5,4,5,3,0,1,1,0,0,0,0
52,442,3,3,3,4,5,3,5,2,1,4,2,4,5,2,5,0,1,0,1,1,0
39,384,5,5,3,5,4,4,1,4,4,4,1,4,4,0,0,1,0,0,0,0,0
27,620,3,3,3,3,5,5,5,1,1,3,4,2,5,7,0,1,1,0,0,0,0
52,479,2,5,5,5,2,2,2,1,4,4,4,4,2,0,0,0,1,0,0,1,0
36,950,3,3,3,5,5,3,5,3,5,5,5,4,5,0,10,0,1,1,0,0,0
50,1961,2,2,2,2,2,5,4,4,4,4,4,4,5,15,4,1,0,0,0,0,0
59,829,2,2,2,2,2,5,4,5,5,5,3,5,4,0,2,1,0,0,0,0,0
60,1979,1,1,1,1,5,3,4,5,5,5,3,5,5,6,0,1,0,0,0,0,0
29,646,2,2,2,4,3,2,3,2,1,4,3,4,3,17,3,0,1,0,1,1,0
27,416,4,3,4,2,5,4,5,2,3,3,4,3,5,0,0,1,1,0,1,1,0
33,2251,1,1,1,1,4,5,4,1,5,3,4,4,4,0,0,1,1,0,0,0,0
41,358,3,3,3,3,4,3,2,3,1,3,2,1,4,0,5,0,0,1,0,0,0
20,2916,1,4,4,4,1,1,1,4,4,4,2,3,1,14,7,0,1,0,0,0,0
34,1416,2,3,2,2,2,2,2,2,2,2,2,4,2,29,11,0,0,0,1,0,1
21,1073,4,5,4,4,4,4,2,4,4,4,3,4,4,0,0,0,1,0,1,1,0
36,67,4,4,4,3,3,4,3,3,5,5,4,4,3,0,0,1,1,0,1,1,0
53,247,5,5,5,5,3,5,5,5,5,5,4,5,5,0,2,1,1,0,0,0,0
23,584,3,1,1,1,3,3,4,3,1,3,2,3,3,0,0,0,0,0,0,1,0
51,1214,4,4,4,4,4,3,4,4,4,4,3,4,3,0,0,1,0,0,1,0,1
48,3628,5,5,5,5,3,4,5,5,5,5,3,5,5,2,0,1,0,0,0,0,0
41,533,3,4,3,3,4,3,4,4,2,4,1,4,4,0,0,0,1,0,1,0,1
57,912,5,5,4,4,5,5,5,4,5,4,3,2,5,0,0,1,1,0,0,1,0
16,888,4,4,4,4,2,4,4,5,5,4,5,4,2,0,0,1,1,0,1,1,0
17,247,3,4,3,3,2,3,2,3,3,4,4,4,2,0,0,0,1,1,0,1,0
53,2228,0,0,0,2,4,3,5,5,5,5,1,5,4,0,0,1,1,0,0,0,0
16,325,1,4,1,5,4,1,4,4,2,4,4,3,4,0,0,0,1,0,1,1,0
52,1749,4,4,4,4,2,2,3,4,4,4,1,4,2,0,2,0,1,0,0,0,0
8,1053,2,4,2,4,5,2,5,4,3,4,3,5,5,0,4,0,0,0,1,1,0
42,237,2,1,2,2,1,3,2,2,2,3,3,2,2,0,0,0,0,0,1,1,0
36,1037,3,3,3,3,4,3,4,5,1,2,2,3,4,0,0,0,1,1,0,1,0
40,723,2,5,5,5,2,2,2,1,4,4,3,3,2,0,0,0,0,0,0,1,0
7,2860,3,1,3,3,3,1,4,1,4,3,4,1,4,0,0,0,1,0,1,0,0
60,534,2,4,2,2,4,5,4,1,2,1,5,1,5,0,0,0,0,0,1,0,1
19,302,4,0,4,3,4,4,4,3,4,3,2,3,4,0,0,0,0,1,0,1,0
35,507,4,5,4,1,1,4,3,5,4,4,5,5,1,0,0,1,0,0,1,1,0
56,853,3,3,1,3,4,5,5,4,4,4,4,4,3,0,0,1,0,0,0,0,0
30,590,4,5,4,1,2,4,2,1,2,3,4,5,2,0,0,0,1,0,1,1,0
38,1020,4,2,2,2,4,4,4,5,2,4,5,5,4,0,4,1,1,0,0,1,0
48,1201,3,5,3,3,4,3,4,4,5,2,2,5,4,0,0,0,1,0,1,1,0
28,251,1,5,1,5,5,1,3,4,3,5,3,5,5,0,0,0,0,0,1,1,0
40,569,2,2,2,2,3,2,2,5,5,5,4,5,3,0,0,1,0,0,0,0,0
19,288,1,4,1,4,5,1,5,2,2,3,3,4,5,1,0,0,1,0,1,1,0
53,1095,2,1,2,4,4,2,4,3,4,4,2,3,4,0,0,0,1,0,1,1,0
22,650,2,2,2,4,4,2,5,3,2,3,4,3,4,0,0,0,1,0,1,1,0
31,1399,1,5,5,5,1,1,1,3,4,4,1,4,1,6,8,0,1,0,0,0,0
29,1171,1,1,4,1,4,4,4,3,3,5,3,5,4,0,0,1,1,0,0,0,0
51,1389,4,4,4,4,3,4,4,4,4,4,5,4,4,11,1,1,0,0,0,0,0
21,1080,4,4,4,3,3,4,3,4,2,3,2,4,3,0,0,1,0,0,1,1,0
42,533,4,5,3,5,4,5,3,3,4,3,1,3,2,0,0,1,0,0,0,1,0
54,666,2,1,2,2,5,4,4,5,5,5,3,5,5,0,0,1,1,0,0,0,0
21,328,4,4,4,3,3,4,3,4,5,4,1,4,3,5,3,0,0,0,1,1,0
42,942,3,1,1,1,2,4,4,3,3,3,3,3,2,0,0,0,0,0,0,1,0
52,602,4,1,4,3,2,4,4,5,4,5,3,5,1,0,0,1,0,0,1,1,0
33,116,4,3,4,3,4,4,4,2,4,3,2,4,4,0,0,0,1,0,1,1,0
57,954,3,3,5,3,3,3,3,1,1,4,4,4,3,0,0,0,1,0,0,1,0
60,1384,2,5,2,4,4,4,1,1,2,1,1,1,2,0,0,0,0,0,1,1,0
21,3365,2,2,2,2,4,4,4,4,5,2,3,1,4,0,0,1,0,0,0,0,0
22,1005,4,0,4,1,5,4,4,4,3,5,5,5,5,0,0,1,0,1,0,0,0
58,719,3,5,5,5,2,3,3,4,3,4,4,4,3,6,1,0,0,0,0,1,0
73,3686,1,4,4,4,3,4,3,1,1,1,1,1,1,0,3,0,1,0,0,0,0
56,1217,4,5,4,4,4,5,4,5,4,5,5,5,5,0,0,0,0,0,1,1,0
58,697,1,4,4,4,5,3,3,1,1,1,3,1,3,0,0,0,0,0,0,0,1
49,237,2,4,2,4,2,4,5,1,2,1,5,1,5,9,3,0,0,0,1,1,0
44,370,2,3,3,3,3,2,3,1,5,1,4,4,3,0,0,1,1,0,0,0,1
43,972,1,5,1,3,5,4,4,2,1,2,5,2,4,3,0,0,0,0,1,1,0
72,1778,1,1,4,1,3,5,5,2,3,2,5,2,3,0,0,1,1,0,0,0,0
23,758,2,2,2,2,4,2,4,4,3,1,5,4,4,0,0,0,0,1,0,1,0
30,436,5,2,3,2,5,5,5,2,1,5,3,4,5,0,0,1,1,0,0,1,0
23,404,5,2,5,1,5,5,2,2,1,5,3,2,5,0,0,1,1,1,0,1,0
43,1389,3,4,3,4,3,3,3,3,1,3,1,4,3,0,0,0,1,0,1,1,0
27,224,5,5,5,4,2,5,2,5,2,5,5,5,2,0,0,1,1,1,0,0,0
40,2845,3,1,3,4,5,3,5,5,5,4,4,4,5,0,0,0,0,0,1,1,0
74,236,4,3,3,3,4,3,3,4,4,4,1,4,3,0,1,0,0,0,0,0,0
47,846,3,5,2,1,5,2,1,3,3,5,4,5,5,0,0,0,1,0,1,1,0
